embedding1,embedding2,label
"[2.0925092697143555, -1.0655745267868042, 1.1587598323822021, -2.5822880268096924, -0.17961636185646057, -2.0937111377716064, 1.2202461957931519, -2.572199821472168, -1.5014879703521729, -0.36129069328308105, -1.1275066137313843, 0.3008578419685364, 1.188644289970398, -2.770770788192749, 2.5596485137939453, -1.5205535888671875, -0.6001444458961487]","[-1.2850598096847534, 0.7743748426437378, 0.8077319860458374, -0.9243126511573792, 1.2308800220489502, -2.162806272506714, 1.3993735313415527, -1.3240634202957153, -1.042107343673706, -0.7338910102844238, -0.635016918182373, 1.2734757661819458, -0.3280227482318878, -2.4008069038391113, 2.0708227157592773, -1.5491902828216553, -1.5772045850753784]",1
"[2.0925092697143555, -1.0655745267868042, 1.1587598323822021, -2.5822880268096924, -0.17961636185646057, -2.0937111377716064, 1.2202461957931519, -2.572199821472168, -1.5014879703521729, -0.36129069328308105, -1.1275066137313843, 0.3008578419685364, 1.188644289970398, -2.770770788192749, 2.5596485137939453, -1.5205535888671875, -0.6001444458961487]","[1.993739128112793, -0.14021393656730652, 0.17014749348163605, -2.147573471069336, 0.42197322845458984, -2.08984375, 2.3263161182403564, -2.604741096496582, -0.7998940944671631, -1.5716190338134766, -1.420638918876648, -0.4054431915283203, -0.06671417504549026, -2.6698176860809326, 1.9980071783065796, -1.1816514730453491, -2.504926919937134]",0
"[0.7440534234046936, 1.027068853378296, 3.7072856426239014, -2.252079963684082, 0.6860693693161011, -1.116984486579895, 2.2784037590026855, -3.118328332901001, -0.39774879813194275, -1.5398457050323486, -1.3644055128097534, 0.310805082321167, -0.711848258972168, -3.1949124336242676, 2.203495979309082, 0.3730401396751404, -1.3725258111953735]","[0.7011904120445251, -0.997229814529419, 0.8157824873924255, -2.1624484062194824, 1.2100427150726318, -2.414130210876465, 2.1500420570373535, -0.23455210030078888, -0.8547224998474121, -0.8123884797096252, -0.2888612449169159, 1.45822274684906, -2.2695772647857666, -3.00018048286438, 1.0631908178329468, -3.074810266494751, -2.022200107574463]",1
"[0.7440534234046936, 1.027068853378296, 3.7072856426239014, -2.252079963684082, 0.6860693693161011, -1.116984486579895, 2.2784037590026855, -3.118328332901001, -0.39774879813194275, -1.5398457050323486, -1.3644055128097534, 0.310805082321167, -0.711848258972168, -3.1949124336242676, 2.203495979309082, 0.3730401396751404, -1.3725258111953735]","[-0.12333640456199646, -0.614352285861969, 1.5292068719863892, 0.023789623752236366, 1.210981011390686, -0.6736040115356445, 2.14581561088562, -1.7532895803451538, 0.563593864440918, 0.06516927480697632, -2.714656114578247, 1.3665387630462646, -1.0566706657409668, -2.487802267074585, 1.9432010650634766, -0.9643161296844482, -1.6658750772476196]",0
"[-0.767096221446991, 0.6819406151771545, 0.4870758354663849, -0.7786765694618225, 0.016761498525738716, -1.918376088142395, 2.6711180210113525, -0.5734761357307434, -0.9268646836280823, 0.45991265773773193, -0.15442100167274475, -0.7244263291358948, -2.1879730224609375, -2.2407803535461426, 1.4113001823425293, -2.031843423843384, -1.6830350160598755]","[0.7600724101066589, -1.9814780950546265, 0.3383745849132538, -0.9129471778869629, -0.50243079662323, -1.9946011304855347, 2.5621840953826904, -1.126320242881775, 0.044092174619436264, -1.4663838148117065, -2.187018394470215, 0.44518527388572693, -0.5468651652336121, -2.349966526031494, 1.4688254594802856, -1.7893530130386353, -1.3583464622497559]",1
"[-0.767096221446991, 0.6819406151771545, 0.4870758354663849, -0.7786765694618225, 0.016761498525738716, -1.918376088142395, 2.6711180210113525, -0.5734761357307434, -0.9268646836280823, 0.45991265773773193, -0.15442100167274475, -0.7244263291358948, -2.1879730224609375, -2.2407803535461426, 1.4113001823425293, -2.031843423843384, -1.6830350160598755]","[0.16736091673374176, -0.8824645280838013, -0.7972618937492371, -0.9359779953956604, -1.558638572692871, -1.8254358768463135, 1.668878197669983, -1.4153960943222046, -1.1110761165618896, -1.2557650804519653, -0.74775230884552, 1.4613591432571411, -0.3337773084640503, -2.0751445293426514, 1.9325520992279053, -2.4505250453948975, -1.4020439386367798]",0
"[0.27032890915870667, -0.5184910893440247, 1.727277398109436, -0.9820249080657959, 0.43921661376953125, -1.8584357500076294, 2.1441256999969482, -2.247486114501953, -1.8199350833892822, -0.971671462059021, -2.3836898803710938, 0.13579323887825012, 0.03280166909098625, -2.990581512451172, 2.0757248401641846, -1.3760372400283813, -1.9599406719207764]","[1.6896848678588867, -1.0748131275177002, 0.8996353149414062, -0.963919460773468, -0.24514412879943848, -2.037290573120117, 2.12546706199646, -1.4509764909744263, 0.3103649318218231, -1.9621444940567017, -0.9751879572868347, -0.41894930601119995, -0.8625566363334656, -2.113779306411743, 0.8917022943496704, -1.1462324857711792, -1.4292603731155396]",1
"[0.27032890915870667, -0.5184910893440247, 1.727277398109436, -0.9820249080657959, 0.43921661376953125, -1.8584357500076294, 2.1441256999969482, -2.247486114501953, -1.8199350833892822, -0.971671462059021, -2.3836898803710938, 0.13579323887825012, 0.03280166909098625, -2.990581512451172, 2.0757248401641846, -1.3760372400283813, -1.9599406719207764]","[1.5152040719985962, -0.5653603672981262, 1.8678535223007202, -2.1377060413360596, 0.13259901106357574, -1.211075782775879, 2.6070756912231445, -2.089310884475708, 0.5731344819068909, -0.0061339279636740685, -2.045853614807129, 1.1416233777999878, -0.7459915280342102, -2.5025579929351807, 0.815066397190094, -2.0104146003723145, -2.093085527420044]",0
"[1.9577213525772095, 0.05493153631687164, 0.28630968928337097, -1.9343762397766113, 1.6658519506454468, -1.859048843383789, 1.9798849821090698, -2.742788553237915, 0.43037185072898865, -2.112639904022217, -1.7500988245010376, 0.24455176293849945, 0.3577324151992798, -2.6550166606903076, 1.4071537256240845, -1.6471588611602783, -0.9161255955696106]","[0.07242026925086975, 0.9904650449752808, -0.10075558722019196, -0.9003716707229614, -0.24953113496303558, -0.7796957492828369, 1.5482603311538696, -1.2792822122573853, -0.3271518647670746, -0.4970863461494446, -0.4321092367172241, -0.31917938590049744, -0.4880549907684326, -1.8072707653045654, 0.6147710680961609, -1.1434098482131958, -0.6977417469024658]",1
"[1.9577213525772095, 0.05493153631687164, 0.28630968928337097, -1.9343762397766113, 1.6658519506454468, -1.859048843383789, 1.9798849821090698, -2.742788553237915, 0.43037185072898865, -2.112639904022217, -1.7500988245010376, 0.24455176293849945, 0.3577324151992798, -2.6550166606903076, 1.4071537256240845, -1.6471588611602783, -0.9161255955696106]","[0.7770753502845764, 0.8320375084877014, -0.6609326601028442, -2.154132604598999, 0.9583802223205566, -1.4963226318359375, 2.3691117763519287, -1.9123660326004028, -0.666592001914978, -1.3477914333343506, -0.05636943504214287, 0.3757711350917816, -0.4966720640659332, -2.4243931770324707, 1.4530792236328125, -1.3323928117752075, -1.8197468519210815]",0
"[-0.8615596890449524, 0.25925499200820923, 0.48247748613357544, -2.3606491088867188, -0.08600325137376785, -1.8498746156692505, 2.201735019683838, -2.382049798965454, -1.6131954193115234, -0.8780072331428528, -0.21040524542331696, 1.529382586479187, -0.03255261480808258, -2.749595880508423, 2.466820240020752, -1.6568659543991089, -1.054170846939087]","[1.9625202417373657, -0.08539759367704391, 2.402798652648926, -2.622079849243164, 0.22710129618644714, -2.6258316040039062, 2.5799241065979004, -3.43666672706604, -1.3776241540908813, -1.7812527418136597, -1.2791862487792969, 0.37923648953437805, -0.6018466949462891, -2.9371089935302734, 2.2430620193481445, -0.09718620777130127, -0.4165230095386505]",1
"[-0.8615596890449524, 0.25925499200820923, 0.48247748613357544, -2.3606491088867188, -0.08600325137376785, -1.8498746156692505, 2.201735019683838, -2.382049798965454, -1.6131954193115234, -0.8780072331428528, -0.21040524542331696, 1.529382586479187, -0.03255261480808258, -2.749595880508423, 2.466820240020752, -1.6568659543991089, -1.054170846939087]","[-1.2850598096847534, 0.7743748426437378, 0.8077319860458374, -0.9243126511573792, 1.2308800220489502, -2.162806272506714, 1.3993735313415527, -1.3240634202957153, -1.042107343673706, -0.7338910102844238, -0.635016918182373, 1.2734757661819458, -0.3280227482318878, -2.4008069038391113, 2.0708227157592773, -1.5491902828216553, -1.5772045850753784]",0
"[-1.8583670854568481, -1.083977222442627, -0.9594417214393616, -0.41161584854125977, 2.1753668785095215, -2.1576192378997803, 1.5314067602157593, -0.47783875465393066, -1.814691424369812, 0.6290480494499207, -0.9697721004486084, 2.5324692726135254, -1.8328348398208618, -2.6581785678863525, 2.4571595191955566, -1.8074300289154053, -2.292586326599121]","[-1.1114028692245483, -0.5887263417243958, -1.7504607439041138, 0.29364895820617676, 1.5878031253814697, -2.306751251220703, 1.856856346130371, 0.6498901844024658, -1.7236820459365845, -1.1822696924209595, -1.2694388628005981, 1.3874799013137817, -1.416360855102539, -2.625310182571411, 2.286780595779419, -3.335130453109741, -1.770984172821045]",1
"[-1.8583670854568481, -1.083977222442627, -0.9594417214393616, -0.41161584854125977, 2.1753668785095215, -2.1576192378997803, 1.5314067602157593, -0.47783875465393066, -1.814691424369812, 0.6290480494499207, -0.9697721004486084, 2.5324692726135254, -1.8328348398208618, -2.6581785678863525, 2.4571595191955566, -1.8074300289154053, -2.292586326599121]","[-0.2833370864391327, -0.33869418501853943, 0.49002835154533386, -0.7062813639640808, 0.3431243598461151, -1.8809590339660645, 2.6346843242645264, -0.9534145593643188, 0.09566278010606766, 0.385804682970047, -0.06816010177135468, 1.1450598239898682, -3.1081793308258057, -2.3226752281188965, 1.191607117652893, -2.712486982345581, -3.1264383792877197]",0
"[1.895689606666565, -1.0789788961410522, 0.339248389005661, -2.491305112838745, 0.9146848917007446, -1.0032721757888794, 2.8580029010772705, -3.3360981941223145, -0.46946191787719727, -0.9809103012084961, -0.1758401095867157, 1.0469529628753662, 1.850428581237793, -2.784470796585083, 1.9795293807983398, -0.1503635197877884, -1.269059658050537]","[-0.014050252735614777, -0.12407482415437698, 0.7080293893814087, -1.4703694581985474, -0.5365448594093323, -1.9507813453674316, 1.5196723937988281, -1.900791049003601, -0.5279406905174255, 0.17423278093338013, -1.2147272825241089, 1.8359216451644897, -1.2536354064941406, -2.2871599197387695, 2.1760201454162598, -1.383825421333313, -2.200793504714966]",1
"[1.895689606666565, -1.0789788961410522, 0.339248389005661, -2.491305112838745, 0.9146848917007446, -1.0032721757888794, 2.8580029010772705, -3.3360981941223145, -0.46946191787719727, -0.9809103012084961, -0.1758401095867157, 1.0469529628753662, 1.850428581237793, -2.784470796585083, 1.9795293807983398, -0.1503635197877884, -1.269059658050537]","[-1.1831508874893188, 0.5391206741333008, -0.4867105782032013, -1.309639811515808, 1.0960724353790283, -0.24457870423793793, 1.6266086101531982, -1.0756523609161377, 1.114997148513794, -0.48639076948165894, -1.5136364698410034, 0.30506497621536255, 0.7352502942085266, -2.350252389907837, 2.43302321434021, -1.8182047605514526, -1.3037779331207275]",0
"[-2.724440813064575, -1.6657233238220215, -0.7660624384880066, 0.8994357585906982, -1.1820627450942993, -1.2438796758651733, 2.043065071105957, 0.38807350397109985, -1.7671871185302734, 2.043968439102173, 1.0826523303985596, -0.154170423746109, -2.1520562171936035, -1.9832212924957275, 1.575130581855774, -1.9921019077301025, -2.0118768215179443]","[-0.504136860370636, -0.6115103363990784, -0.38868919014930725, 0.1361764520406723, -0.2250274270772934, -0.6635797023773193, 1.5924956798553467, -0.08970428258180618, -1.4876700639724731, 1.3537559509277344, -0.38740551471710205, 0.8515660762786865, -1.0282368659973145, -2.055777072906494, 2.336801052093506, -2.0837934017181396, -2.041388511657715]",1
"[-2.724440813064575, -1.6657233238220215, -0.7660624384880066, 0.8994357585906982, -1.1820627450942993, -1.2438796758651733, 2.043065071105957, 0.38807350397109985, -1.7671871185302734, 2.043968439102173, 1.0826523303985596, -0.154170423746109, -2.1520562171936035, -1.9832212924957275, 1.575130581855774, -1.9921019077301025, -2.0118768215179443]","[-0.07631897926330566, -0.128203883767128, 0.23289890587329865, -2.1205577850341797, 0.9386089444160461, -1.5555468797683716, 1.4382822513580322, -1.245320200920105, -0.28638774156570435, -0.15102198719978333, -1.9887763261795044, 1.732720136642456, -0.6575788259506226, -2.6225850582122803, 2.674314260482788, -1.993405818939209, -1.8991243839263916]",0
"[-1.1553608179092407, 0.20912712812423706, -0.6174883246421814, 0.5385861396789551, 0.7275370359420776, -1.5887315273284912, 1.4301789999008179, 0.40808621048927307, -0.2400246113538742, 0.6735973954200745, -0.3817266523838043, 0.9847221374511719, -2.2375569343566895, -1.4943456649780273, 1.5586297512054443, -1.4291179180145264, -1.7289681434631348]","[-1.2098218202590942, -0.7379710674285889, -0.03183624893426895, 0.10041964054107666, 0.11763026565313339, -2.80965256690979, 2.294848680496216, -0.870521068572998, 0.2126895785331726, -1.193546175956726, -0.38577356934547424, 1.359255075454712, -1.9841095209121704, -2.0392868518829346, 1.2944027185440063, -1.7583467960357666, -1.8014172315597534]",1
"[-1.1553608179092407, 0.20912712812423706, -0.6174883246421814, 0.5385861396789551, 0.7275370359420776, -1.5887315273284912, 1.4301789999008179, 0.40808621048927307, -0.2400246113538742, 0.6735973954200745, -0.3817266523838043, 0.9847221374511719, -2.2375569343566895, -1.4943456649780273, 1.5586297512054443, -1.4291179180145264, -1.7289681434631348]","[0.263074666261673, -0.05883133038878441, -0.9609043598175049, -0.4062406122684479, -0.33867502212524414, -1.8443657159805298, 2.0249807834625244, -0.39420393109321594, -0.8973338603973389, -0.01885240525007248, 0.0980471670627594, 1.2916477918624878, -1.1520907878875732, -1.9676971435546875, 2.1924996376037598, -1.6810698509216309, -2.007211446762085]",0
"[-2.8281404972076416, 0.47416844964027405, 0.07835948467254639, 0.3461979627609253, 2.108973979949951, -1.3362749814987183, 1.3484790325164795, -0.5859968066215515, -0.24928072094917297, -1.1082854270935059, 0.16189539432525635, 0.8190597891807556, -1.2400195598602295, -2.249110460281372, 2.063016414642334, -1.7772361040115356, -1.5454000234603882]","[-1.2108464241027832, 0.3351764380931854, 0.30934277176856995, -0.262693852186203, 0.5887054204940796, -0.6669375896453857, 1.8600646257400513, 0.054850414395332336, -0.04563911259174347, 0.11538592725992203, -1.7998830080032349, 0.462657630443573, -1.2110810279846191, -2.2264530658721924, 1.331803321838379, -2.1409213542938232, -0.7572171688079834]",1
"[-2.8281404972076416, 0.47416844964027405, 0.07835948467254639, 0.3461979627609253, 2.108973979949951, -1.3362749814987183, 1.3484790325164795, -0.5859968066215515, -0.24928072094917297, -1.1082854270935059, 0.16189539432525635, 0.8190597891807556, -1.2400195598602295, -2.249110460281372, 2.063016414642334, -1.7772361040115356, -1.5454000234603882]","[0.0625605434179306, -0.09893334656953812, 1.0919318199157715, -0.799275815486908, 1.0159252882003784, 0.02435998059809208, 2.3125641345977783, -0.7055813670158386, 0.43557462096214294, -0.5337474346160889, -2.3172945976257324, 0.7930038571357727, -1.0531083345413208, -2.486185073852539, 1.4021083116531372, -0.9750384092330933, -1.2661768198013306]",0
"[-2.4635002613067627, 0.8924234509468079, -1.4919204711914062, 0.029914002865552902, -0.5108000040054321, -2.5659093856811523, 1.2716550827026367, 0.8623329997062683, -1.3755578994750977, 0.12535449862480164, -2.0370290279388428, 1.7435795068740845, -2.0091869831085205, -2.4701054096221924, 3.3236522674560547, -2.3829705715179443, -1.9891828298568726]","[-2.6375176906585693, 0.13861563801765442, 0.00859992578625679, 1.2155040502548218, -0.14706771075725555, -0.5381625890731812, 2.724163770675659, 1.0164754390716553, 0.23195338249206543, -0.5445937514305115, -1.8033859729766846, -0.4830959439277649, -2.0357184410095215, -2.377619981765747, 1.9606460332870483, -2.480015993118286, -1.7366241216659546]",1
"[-2.4635002613067627, 0.8924234509468079, -1.4919204711914062, 0.029914002865552902, -0.5108000040054321, -2.5659093856811523, 1.2716550827026367, 0.8623329997062683, -1.3755578994750977, 0.12535449862480164, -2.0370290279388428, 1.7435795068740845, -2.0091869831085205, -2.4701054096221924, 3.3236522674560547, -2.3829705715179443, -1.9891828298568726]","[-1.2457870244979858, 0.3821488916873932, -1.6154741048812866, -0.8387451171875, 0.8437068462371826, -1.3568367958068848, 2.2066969871520996, 1.6098933219909668, -0.9341486692428589, -0.5467782616615295, -0.6466953754425049, -0.6865552067756653, -2.4876229763031006, -2.210355520248413, 1.2568635940551758, -2.1231846809387207, -2.1641480922698975]",0
"[-0.7984948754310608, 0.11718843877315521, -0.20799878239631653, -1.5489394664764404, 1.6648555994033813, -0.46212586760520935, 2.5314202308654785, -0.37516340613365173, 0.7157634496688843, 0.4236074686050415, -1.991024136543274, 0.15539512038230896, 0.3550027012825012, -2.5808098316192627, 1.7753747701644897, -2.4922702312469482, -1.8021208047866821]","[-0.07375401258468628, 0.8153027892112732, -1.6529096364974976, -0.2227078378200531, 0.5136070251464844, -0.2614249885082245, 1.5084774494171143, -1.0448415279388428, -0.6662771105766296, -0.6925073862075806, -1.4095635414123535, 0.006643231026828289, -0.32841020822525024, -2.1151821613311768, 1.3851746320724487, -1.902481198310852, -1.9272921085357666]",1
"[-0.7984948754310608, 0.11718843877315521, -0.20799878239631653, -1.5489394664764404, 1.6648555994033813, -0.46212586760520935, 2.5314202308654785, -0.37516340613365173, 0.7157634496688843, 0.4236074686050415, -1.991024136543274, 0.15539512038230896, 0.3550027012825012, -2.5808098316192627, 1.7753747701644897, -2.4922702312469482, -1.8021208047866821]","[-1.5051194429397583, 1.3631250858306885, 0.8278578519821167, 0.8930609226226807, 0.614794135093689, -0.9383659958839417, 1.763968586921692, -2.017110824584961, -1.170262098312378, -1.687558650970459, -1.7956560850143433, -0.49030518531799316, 0.24554875493049622, -2.6159698963165283, 2.0389387607574463, -1.5449138879776, -1.8272826671600342]",0
"[-0.7087283134460449, -2.156975269317627, -0.6926048398017883, 0.8692718744277954, 1.6627522706985474, -2.4744107723236084, 0.8101932406425476, -2.695019483566284, -0.840985119342804, -1.5078247785568237, -1.3804092407226562, 2.796738624572754, -2.5389227867126465, -2.2852213382720947, 2.0809695720672607, -2.0603177547454834, -2.472015619277954]","[-1.5408047437667847, -1.6083053350448608, -0.8835688233375549, 1.0094199180603027, 0.25844258069992065, -1.2365672588348389, 1.9815673828125, -1.2683695554733276, -1.5830751657485962, 0.7047224044799805, -2.4559154510498047, 1.8408055305480957, -2.017047166824341, -2.2627079486846924, 1.8582096099853516, -2.1001174449920654, -2.334186553955078]",1
"[-0.7087283134460449, -2.156975269317627, -0.6926048398017883, 0.8692718744277954, 1.6627522706985474, -2.4744107723236084, 0.8101932406425476, -2.695019483566284, -0.840985119342804, -1.5078247785568237, -1.3804092407226562, 2.796738624572754, -2.5389227867126465, -2.2852213382720947, 2.0809695720672607, -2.0603177547454834, -2.472015619277954]","[0.7600724101066589, -1.9814780950546265, 0.3383745849132538, -0.9129471778869629, -0.50243079662323, -1.9946011304855347, 2.5621840953826904, -1.126320242881775, 0.044092174619436264, -1.4663838148117065, -2.187018394470215, 0.44518527388572693, -0.5468651652336121, -2.349966526031494, 1.4688254594802856, -1.7893530130386353, -1.3583464622497559]",0
"[0.5987861752510071, 0.3893907368183136, -1.7952139377593994, -0.9428146481513977, 1.1637438535690308, -1.460349440574646, 2.0682384967803955, -2.775731325149536, -0.7434486746788025, -2.1221888065338135, -1.2083522081375122, 0.9461495876312256, 2.219620943069458, -2.635408639907837, 1.6005218029022217, -2.3533360958099365, -0.986312210559845]","[0.3729206621646881, -0.4849919378757477, 1.3973923921585083, -0.6975790858268738, 0.8800405859947205, -1.0132535696029663, 2.4493601322174072, -2.5853068828582764, 0.5826550126075745, -1.7635939121246338, -1.1672035455703735, 0.5906128287315369, 2.091064214706421, -2.7480247020721436, 1.5050067901611328, -2.190426826477051, -0.26746487617492676]",1
"[0.5987861752510071, 0.3893907368183136, -1.7952139377593994, -0.9428146481513977, 1.1637438535690308, -1.460349440574646, 2.0682384967803955, -2.775731325149536, -0.7434486746788025, -2.1221888065338135, -1.2083522081375122, 0.9461495876312256, 2.219620943069458, -2.635408639907837, 1.6005218029022217, -2.3533360958099365, -0.986312210559845]","[-0.08546748757362366, 0.3482767641544342, -0.14024122059345245, -0.7475789785385132, -0.5640667676925659, 0.044162631034851074, 1.2520997524261475, -0.7909502983093262, -0.6262302994728088, -0.19446687400341034, -1.1266343593597412, 0.18207600712776184, 0.46598389744758606, -2.0705225467681885, 1.768565058708191, -1.2011736631393433, -1.1171082258224487]",0
"[-2.6612396240234375, -1.215848445892334, 1.969759464263916, 0.3873578608036041, 1.4156826734542847, -0.8625351786613464, 2.463258743286133, -2.4275732040405273, 0.3396596610546112, -0.12117457389831543, -1.9761112928390503, 2.956848621368408, -0.8973397612571716, -2.9273433685302734, 2.512176036834717, -1.7702487707138062, -1.9142171144485474]","[-1.2691328525543213, 0.7252535820007324, 0.26964065432548523, -1.5568073987960815, 1.3823459148406982, -1.3482071161270142, 1.0310289859771729, -1.7994431257247925, -1.533247947692871, -1.1628973484039307, -1.4786713123321533, 0.5632042288780212, -1.5651987791061401, -2.8792965412139893, 2.4430763721466064, -1.5188915729522705, -1.0506643056869507]",1
"[-2.6612396240234375, -1.215848445892334, 1.969759464263916, 0.3873578608036041, 1.4156826734542847, -0.8625351786613464, 2.463258743286133, -2.4275732040405273, 0.3396596610546112, -0.12117457389831543, -1.9761112928390503, 2.956848621368408, -0.8973397612571716, -2.9273433685302734, 2.512176036834717, -1.7702487707138062, -1.9142171144485474]","[-1.4326812028884888, -0.43952417373657227, 1.069176197052002, -0.0012769456952810287, 0.8710242509841919, -1.2759932279586792, 1.588479995727539, -0.990742564201355, -1.1393873691558838, 1.326112985610962, -1.6815060377120972, 1.064117193222046, -2.7225277423858643, -2.5646932125091553, 2.1190927028656006, -1.928696632385254, -2.178044557571411]",0
"[1.871179223060608, 0.3973615765571594, 1.01841402053833, -2.01590633392334, 0.8073352575302124, -1.9197207689285278, 2.5746939182281494, -1.3403832912445068, -0.6448054313659668, -0.4931636154651642, -1.9862675666809082, -0.367146372795105, -1.1339426040649414, -2.8131959438323975, 1.1385661363601685, -1.8949925899505615, -3.180347204208374]","[1.5354058742523193, -1.331629991531372, 1.0367741584777832, -0.37623146176338196, -0.4895493984222412, -1.069616675376892, 1.3957796096801758, -1.8564506769180298, -1.057123064994812, -0.6145198345184326, -0.9872062802314758, 0.8450023531913757, 0.4582775831222534, -2.1958844661712646, 1.747876763343811, -1.7954483032226562, -1.0697486400604248]",1
"[1.871179223060608, 0.3973615765571594, 1.01841402053833, -2.01590633392334, 0.8073352575302124, -1.9197207689285278, 2.5746939182281494, -1.3403832912445068, -0.6448054313659668, -0.4931636154651642, -1.9862675666809082, -0.367146372795105, -1.1339426040649414, -2.8131959438323975, 1.1385661363601685, -1.8949925899505615, -3.180347204208374]","[-0.504136860370636, -0.6115103363990784, -0.38868919014930725, 0.1361764520406723, -0.2250274270772934, -0.6635797023773193, 1.5924956798553467, -0.08970428258180618, -1.4876700639724731, 1.3537559509277344, -0.38740551471710205, 0.8515660762786865, -1.0282368659973145, -2.055777072906494, 2.336801052093506, -2.0837934017181396, -2.041388511657715]",0
"[-1.1133209466934204, -2.355583906173706, 0.9228154420852661, 1.1251143217086792, 1.0550178289413452, -2.2218282222747803, 2.393343210220337, -1.4289528131484985, 0.07921691238880157, -0.8337695002555847, -1.7175649404525757, 2.53227162361145, -1.0622729063034058, -2.574547290802002, 1.9856395721435547, -2.683490514755249, -1.8492780923843384]","[1.1943739652633667, 0.006346528884023428, 1.2623546123504639, -0.7475681304931641, 0.7078497409820557, -2.5817887783050537, 1.3829991817474365, -1.4095405340194702, -1.5535300970077515, 0.9545691013336182, -1.3437602519989014, -1.3577513694763184, -1.0836327075958252, -2.417973041534424, 2.400736093521118, -1.7330749034881592, -1.4597259759902954]",1
"[-1.1133209466934204, -2.355583906173706, 0.9228154420852661, 1.1251143217086792, 1.0550178289413452, -2.2218282222747803, 2.393343210220337, -1.4289528131484985, 0.07921691238880157, -0.8337695002555847, -1.7175649404525757, 2.53227162361145, -1.0622729063034058, -2.574547290802002, 1.9856395721435547, -2.683490514755249, -1.8492780923843384]","[-0.890095055103302, 1.1131848096847534, 1.1728461980819702, -0.8009454011917114, -0.8923612833023071, -1.1589102745056152, 1.6629137992858887, -1.6434119939804077, -2.079854965209961, -0.5732986330986023, 0.7067878246307373, -0.4729768931865692, 0.3907051682472229, -2.5306665897369385, 2.0070154666900635, -1.7700474262237549, -1.19785737991333]",0
"[-1.3901795148849487, -0.37517160177230835, 1.3238370418548584, -1.006255865097046, -1.0003682374954224, -0.8633642196655273, 0.8913735151290894, 0.12419535219669342, -1.326600432395935, 1.3920872211456299, -1.579087734222412, 1.2951583862304688, -1.2094204425811768, -2.4497649669647217, 3.1171607971191406, -0.7812097072601318, -0.7753055691719055]","[-2.255751371383667, 0.6093396544456482, 0.1033882349729538, -0.13175135850906372, 2.7413887977600098, -0.7371615171432495, 2.31984281539917, -0.4479425847530365, -0.05705643072724342, 0.5225252509117126, -0.5678041577339172, 1.3217962980270386, -0.6443577408790588, -2.5018086433410645, 1.9359073638916016, -1.8205465078353882, -1.1811529397964478]",1
"[-1.3901795148849487, -0.37517160177230835, 1.3238370418548584, -1.006255865097046, -1.0003682374954224, -0.8633642196655273, 0.8913735151290894, 0.12419535219669342, -1.326600432395935, 1.3920872211456299, -1.579087734222412, 1.2951583862304688, -1.2094204425811768, -2.4497649669647217, 3.1171607971191406, -0.7812097072601318, -0.7753055691719055]","[-1.4170936346054077, -1.3520361185073853, 0.4010201394557953, 0.5992809534072876, -0.2135135978460312, -0.6254357695579529, 1.3043150901794434, -1.5249323844909668, -0.29206499457359314, -0.8588815331459045, -0.7406700849533081, 1.159471035003662, 0.11495950073003769, -2.0726139545440674, 2.029486894607544, -1.3890575170516968, -1.444472312927246]",0
"[-1.3690541982650757, -0.6277886033058167, -3.7190115451812744, 0.5728272795677185, 0.3589317798614502, -1.685160517692566, 2.5449979305267334, 1.1030983924865723, -1.348355770111084, -0.2534906268119812, -2.0299031734466553, 0.9650896191596985, -1.4378678798675537, -2.4280619621276855, 2.639690637588501, -3.0921266078948975, -2.7649407386779785]","[0.21080999076366425, -0.5366519689559937, -2.531684637069702, -0.4808674156665802, 1.0173691511154175, -2.663086414337158, 2.4826772212982178, 0.37147870659828186, -2.0230019092559814, 0.08757057785987854, -0.7067745923995972, 0.2555261552333832, -0.37750476598739624, -2.577416181564331, 1.9833686351776123, -3.3227531909942627, -0.9911288022994995]",1
"[-1.3690541982650757, -0.6277886033058167, -3.7190115451812744, 0.5728272795677185, 0.3589317798614502, -1.685160517692566, 2.5449979305267334, 1.1030983924865723, -1.348355770111084, -0.2534906268119812, -2.0299031734466553, 0.9650896191596985, -1.4378678798675537, -2.4280619621276855, 2.639690637588501, -3.0921266078948975, -2.7649407386779785]","[-1.696416974067688, -0.4713132977485657, -1.015239953994751, 0.12471683323383331, 0.6763161420822144, 0.22196710109710693, 2.618595600128174, 0.761277973651886, 0.46546781063079834, -1.5544885396957397, -2.262012004852295, -0.575869083404541, -0.5944127440452576, -2.266589403152466, 1.7884044647216797, -1.1697766780853271, -2.4814159870147705]",0
"[0.597102165222168, -0.7182797789573669, 0.5912952423095703, -1.8446271419525146, 0.019138043746352196, -0.1856159120798111, 1.9495002031326294, -2.2071425914764404, -2.556260585784912, -0.9253466725349426, -1.1721646785736084, 0.7488925457000732, 1.0042694807052612, -2.9687438011169434, 2.185664176940918, -0.9089536070823669, -0.9814507365226746]","[-1.7958394289016724, 0.4108864367008209, -1.267367959022522, -2.0146875381469727, 1.157097339630127, -1.0443922281265259, 2.1010427474975586, -2.708726167678833, -0.7863478064537048, -1.7323546409606934, 0.1209573820233345, 2.004307508468628, -0.9337632060050964, -2.593999147415161, 2.0684735774993896, -2.3347771167755127, -1.9475069046020508]",1
