embedding1,embedding2,label
"[0.09610821306705475, 0.12488899379968643, 0.5665122866630554, -1.2880992889404297, -0.6139048337936401, -1.4941703081130981, 2.6690311431884766, -0.4324571490287781, 2.4958620071411133, -1.0298880338668823, -0.8739909529685974, -1.2079734802246094, -0.3528933823108673, -2.4395697116851807, 1.2293553352355957, -2.5941078662872314, -1.1732364892959595]","[1.3649128675460815, -0.9948980212211609, 1.0507056713104248, -2.062549352645874, 0.29872751235961914, -2.84124493598938, 1.777508020401001, -2.76625657081604, -0.9833438992500305, -2.0122604370117188, -0.7620651125907898, -0.04261127486824989, 0.8643728494644165, -2.276834011077881, 2.0253214836120605, 0.5203649997711182, -1.1611520051956177]",0
"[0.09610821306705475, 0.12488899379968643, 0.5665122866630554, -1.2880992889404297, -0.6139048337936401, -1.4941703081130981, 2.6690311431884766, -0.4324571490287781, 2.4958620071411133, -1.0298880338668823, -0.8739909529685974, -1.2079734802246094, -0.3528933823108673, -2.4395697116851807, 1.2293553352355957, -2.5941078662872314, -1.1732364892959595]","[1.234300971031189, 1.374070167541504, 2.1276981830596924, -3.2384164333343506, -0.023936964571475983, -2.5323283672332764, 1.7994799613952637, -3.5164554119110107, -1.162684679031372, -0.7482017874717712, -1.8313242197036743, -0.172135591506958, 0.2042343020439148, -3.0761756896972656, 3.050523519515991, 0.4829031229019165, -1.646754503250122]",0
"[0.09610821306705475, 0.12488899379968643, 0.5665122866630554, -1.2880992889404297, -0.6139048337936401, -1.4941703081130981, 2.6690311431884766, -0.4324571490287781, 2.4958620071411133, -1.0298880338668823, -0.8739909529685974, -1.2079734802246094, -0.3528933823108673, -2.4395697116851807, 1.2293553352355957, -2.5941078662872314, -1.1732364892959595]","[0.2573230266571045, -0.25206270813941956, 2.0065629482269287, -0.462435781955719, 0.5729199051856995, -1.9464155435562134, 2.2290592193603516, -1.5218573808670044, 1.2586703300476074, 0.724622368812561, -1.5684866905212402, -0.6906585693359375, -0.3856527805328369, -2.2481987476348877, 1.9359866380691528, -1.0994601249694824, -1.188040018081665]",0
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[-0.1569756120443344, -0.2895561158657074, -0.8109514117240906, 0.15735705196857452, 1.2413569688796997, -0.9054497480392456, 1.9127076864242554, -0.5322057008743286, -0.9362096190452576, -0.46387654542922974, -0.7804908156394958, 0.2386278510093689, -1.095656394958496, -1.9531207084655762, 0.91700279712677, -1.859752893447876, -1.9117052555084229]",1
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[1.2430497407913208, -1.019516110420227, -0.5385847091674805, -1.5071161985397339, -0.3239072561264038, -1.9334625005722046, 1.8118122816085815, -1.1850250959396362, -1.3735196590423584, -1.2098735570907593, -0.62697833776474, 0.8853431940078735, -0.22006447613239288, -2.261441469192505, 1.7644892930984497, -2.2538833618164062, -1.1972168684005737]",1
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[-1.683198094367981, 0.25285354256629944, -0.683532178401947, -0.807160496711731, 0.3237014412879944, -0.8916069269180298, 1.5901130437850952, -0.5918698906898499, -0.5616248250007629, -0.7970525026321411, 0.674343466758728, 1.2797884941101074, -0.7869256734848022, -2.0478148460388184, 1.2011091709136963, -2.2701799869537354, -1.6380900144577026]",1
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[-0.38560327887535095, -0.9811863303184509, -0.14483819901943207, -0.7724498510360718, 0.8153663873672485, -1.9440933465957642, 1.688571572303772, -0.31004852056503296, -0.6346216797828674, 0.3615025281906128, 0.15267807245254517, 0.5830780267715454, -0.5027238130569458, -1.8506656885147095, 1.310386061668396, -1.9111120700836182, -1.6663017272949219]",1
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[-0.10810203850269318, 0.327532023191452, 0.8359877467155457, -1.0807400941848755, -0.19187867641448975, -1.412954330444336, 1.551396369934082, -1.7582601308822632, -0.8817675709724426, 0.40478837490081787, 0.36420145630836487, 1.5503745079040527, 0.355114221572876, -2.067455768585205, 1.863416075706482, -1.560187816619873, -1.6388136148452759]",1
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[-1.1032679080963135, -0.3824160695075989, -1.7720601558685303, 0.20149476826190948, 0.7382836937904358, -1.131594181060791, 1.9927504062652588, 0.9065290093421936, -0.2741653621196747, -0.2301316112279892, -1.3074885606765747, -0.2787795066833496, -1.4977209568023682, -1.9732334613800049, 1.6656620502471924, -1.5501809120178223, -1.6603386402130127]",0
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[-2.642812728881836, 1.3228412866592407, 0.10371469706296921, -1.0375038385391235, -0.03783119469881058, -0.10662582516670227, 2.046518325805664, -2.22906494140625, -1.4310640096664429, -1.8282314538955688, -0.17406222224235535, 0.8527419567108154, -0.8892636895179749, -2.6466479301452637, 1.604357123374939, -2.2694814205169678, -1.9090945720672607]",0
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[-1.4210041761398315, -0.2890748083591461, 0.16696520149707794, 0.8102179169654846, 0.30135348439216614, -1.9494657516479492, 1.7782007455825806, 0.11099836230278015, -1.0635781288146973, -1.2482569217681885, -1.1439802646636963, -0.08045090734958649, -1.165489912033081, -2.1138064861297607, 2.023772954940796, -1.9149177074432373, -1.6430988311767578]",0
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[1.4098231792449951, -1.1555085182189941, 1.656521201133728, -2.6465718746185303, 0.16110628843307495, -1.8718737363815308, 2.119198799133301, -2.7533419132232666, -2.314283609390259, -0.9363667368888855, -2.037738800048828, 0.16371771693229675, 0.3252639174461365, -3.066394090652466, 2.459322214126587, -1.0611851215362549, -1.8084149360656738]",0
"[0.14532655477523804, -1.509841799736023, -0.07085134088993073, 0.41739320755004883, 0.3867224454879761, -1.9089163541793823, 2.277393102645874, -0.8448440432548523, 0.8632785677909851, -1.059607982635498, -1.1624066829681396, -0.07952452450990677, -1.8026114702224731, -2.0760161876678467, 2.1681764125823975, -1.8394975662231445, -1.320829153060913]","[1.3649128675460815, -0.9948980212211609, 1.0507056713104248, -2.062549352645874, 0.29872751235961914, -2.84124493598938, 1.777508020401001, -2.76625657081604, -0.9833438992500305, -2.0122604370117188, -0.7620651125907898, -0.04261127486824989, 0.8643728494644165, -2.276834011077881, 2.0253214836120605, 0.5203649997711182, -1.1611520051956177]",0
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[-0.1569756120443344, -0.2895561158657074, -0.8109514117240906, 0.15735705196857452, 1.2413569688796997, -0.9054497480392456, 1.9127076864242554, -0.5322057008743286, -0.9362096190452576, -0.46387654542922974, -0.7804908156394958, 0.2386278510093689, -1.095656394958496, -1.9531207084655762, 0.91700279712677, -1.859752893447876, -1.9117052555084229]",1
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[1.2430497407913208, -1.019516110420227, -0.5385847091674805, -1.5071161985397339, -0.3239072561264038, -1.9334625005722046, 1.8118122816085815, -1.1850250959396362, -1.3735196590423584, -1.2098735570907593, -0.62697833776474, 0.8853431940078735, -0.22006447613239288, -2.261441469192505, 1.7644892930984497, -2.2538833618164062, -1.1972168684005737]",1
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[-1.683198094367981, 0.25285354256629944, -0.683532178401947, -0.807160496711731, 0.3237014412879944, -0.8916069269180298, 1.5901130437850952, -0.5918698906898499, -0.5616248250007629, -0.7970525026321411, 0.674343466758728, 1.2797884941101074, -0.7869256734848022, -2.0478148460388184, 1.2011091709136963, -2.2701799869537354, -1.6380900144577026]",1
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[-0.38560327887535095, -0.9811863303184509, -0.14483819901943207, -0.7724498510360718, 0.8153663873672485, -1.9440933465957642, 1.688571572303772, -0.31004852056503296, -0.6346216797828674, 0.3615025281906128, 0.15267807245254517, 0.5830780267715454, -0.5027238130569458, -1.8506656885147095, 1.310386061668396, -1.9111120700836182, -1.6663017272949219]",1
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[-0.10810203850269318, 0.327532023191452, 0.8359877467155457, -1.0807400941848755, -0.19187867641448975, -1.412954330444336, 1.551396369934082, -1.7582601308822632, -0.8817675709724426, 0.40478837490081787, 0.36420145630836487, 1.5503745079040527, 0.355114221572876, -2.067455768585205, 1.863416075706482, -1.560187816619873, -1.6388136148452759]",1
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[-0.6560057997703552, -0.4994949996471405, 0.2760597765445709, 0.10103502869606018, 0.7205690741539001, -1.9756674766540527, 2.1400537490844727, -0.9336712956428528, -1.3240113258361816, 0.5061888694763184, -0.2630517780780792, 0.8376408219337463, -0.5633255243301392, -2.2879536151885986, 2.323723793029785, -2.494899034500122, -2.223745346069336]",0
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[-1.8201168775558472, 0.5128182768821716, 0.2297275811433792, -0.7428121566772461, 1.4564690589904785, -1.3031139373779297, 1.3772231340408325, -1.429256796836853, -0.28793853521347046, -0.8120728731155396, -0.7176384329795837, 2.3129007816314697, -1.1844637393951416, -2.2653868198394775, 1.7195547819137573, -1.9649291038513184, -1.575690746307373]",0
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[-3.239844560623169, -0.06303159892559052, 0.45440423488616943, 0.552239179611206, 1.2559378147125244, -1.2790402173995972, 1.7496973276138306, -1.2894970178604126, -0.7914073467254639, -1.781754732131958, -0.5023443698883057, 0.8710864782333374, -1.2633693218231201, -2.4872992038726807, 2.0368704795837402, -2.7400810718536377, -1.788503885269165]",0
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[1.3117488622665405, 0.6887872815132141, 0.9290396571159363, -1.9011250734329224, -0.6915474534034729, -2.434206008911133, 1.7300678491592407, -2.59941029548645, -1.543994665145874, -0.06382843852043152, -0.7094665169715881, 1.2248578071594238, -0.030871490016579628, -2.4689414501190186, 2.325894832611084, -1.636145830154419, -1.7435169219970703]",0
"[-0.3158109784126282, -1.586937665939331, 0.16636674106121063, 1.0525531768798828, 1.0671347379684448, -2.319286346435547, 2.071575880050659, -1.5382864475250244, 0.7988467216491699, -0.9184976816177368, -0.6801213622093201, 1.7131428718566895, -1.8396995067596436, -1.8570913076400757, 2.0519704818725586, -0.6858460307121277, -2.8855369091033936]","[0.06596220284700394, -0.35136494040489197, 0.31931689381599426, 0.4345824420452118, 0.6990346312522888, -1.0367200374603271, 1.3673423528671265, -1.1829638481140137, -1.3320515155792236, -0.3199180066585541, -0.9171637892723083, 0.3531261384487152, -0.8019395470619202, -1.8056514263153076, 1.4291917085647583, -1.1179962158203125, -0.8929660320281982]",0
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[-0.5099266767501831, -0.06029241532087326, -0.36057552695274353, -1.2139705419540405, 0.66082763671875, -0.568588376045227, 1.8834773302078247, -1.6531490087509155, -1.2362737655639648, 0.6950423717498779, -0.8175539374351501, 0.8673079013824463, 2.1230404376983643, -2.651740074157715, 2.577484369277954, -2.229231119155884, 0.3036244511604309]",1
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[-0.42224109172821045, -1.383415699005127, 1.5684962272644043, -1.210769772529602, 1.2320165634155273, -1.583458662033081, 1.7615405321121216, -2.183290481567383, -0.9022947549819946, -0.8476447463035583, -1.3648501634597778, 1.0214011669158936, 0.6585810780525208, -2.5088307857513428, 1.7954713106155396, -1.3751425743103027, -0.3602631092071533]",1
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[2.6085495948791504, 0.41816234588623047, 2.274317979812622, -1.909746766090393, 0.8858239054679871, -2.374788999557495, 1.7105315923690796, -3.3054518699645996, -2.1125354766845703, -1.4495391845703125, -2.140374183654785, -0.4788754880428314, 0.6045854091644287, -2.9591786861419678, 1.78531813621521, -1.0203838348388672, -1.7755458354949951]",1
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[0.6841392517089844, -0.25616198778152466, 0.901006281375885, -1.5579980611801147, 0.5789610743522644, -0.5155219435691833, 2.4506208896636963, -2.1805145740509033, -0.7273029088973999, -0.3230726718902588, -1.828070044517517, 1.1075499057769775, 1.045274019241333, -3.049873113632202, 2.5979115962982178, -2.0231924057006836, 1.3663876056671143]",1
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[-0.6560057997703552, -0.4994949996471405, 0.2760597765445709, 0.10103502869606018, 0.7205690741539001, -1.9756674766540527, 2.1400537490844727, -0.9336712956428528, -1.3240113258361816, 0.5061888694763184, -0.2630517780780792, 0.8376408219337463, -0.5633255243301392, -2.2879536151885986, 2.323723793029785, -2.494899034500122, -2.223745346069336]",1
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[-0.9892349243164062, 0.2182852327823639, -0.9113386869430542, 1.0056649446487427, 0.010289840400218964, -0.7535616159439087, 2.1118383407592773, 0.40426239371299744, 0.17483974993228912, -0.7294638752937317, -0.8702305555343628, -1.161805510520935, 0.10000625997781754, -1.8786522150039673, 1.6918169260025024, -1.4536936283111572, -1.115201711654663]",0
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[-1.9676893949508667, 0.019865741953253746, -0.9404696822166443, -0.3967795670032501, 0.6837230920791626, -0.11259417235851288, 2.1867520809173584, -0.041772421449422836, -0.46051308512687683, -0.6862950325012207, -1.6508605480194092, 0.9054021835327148, -0.9666990637779236, -2.601579427719116, 1.7377387285232544, -2.8081395626068115, -1.7624778747558594]",0
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[-0.030367549508810043, 0.9628772735595703, 1.1950887441635132, -1.5131784677505493, 1.5087536573410034, -0.793961763381958, 2.3428144454956055, -1.2401777505874634, -0.6190347671508789, -0.25378260016441345, -0.7614020705223083, 1.206276535987854, -2.376654863357544, -2.622917413711548, 1.0745056867599487, -2.270479202270508, -1.488355040550232]",0
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[0.6309827566146851, 0.5021544098854065, 2.909803867340088, -0.807197093963623, 0.9336118102073669, -2.195438861846924, 2.7057793140411377, -2.7018978595733643, -0.6892958879470825, -0.355169415473938, -2.254094362258911, 1.4152753353118896, -1.4702301025390625, -2.8484063148498535, 2.1478641033172607, -0.8028785586357117, -1.8814315795898438]",0
"[0.5013880729675293, 0.044447094202041626, -0.042238544672727585, -1.673641324043274, 0.8302813768386841, -1.5287765264511108, 2.5553500652313232, -3.6193900108337402, 0.48484230041503906, -2.533909320831299, 0.555435299873352, 2.830601692199707, -0.021345466375350952, -2.5128910541534424, 1.2013264894485474, -1.273072361946106, -2.715198516845703]","[1.234300971031189, 1.374070167541504, 2.1276981830596924, -3.2384164333343506, -0.023936964571475983, -2.5323283672332764, 1.7994799613952637, -3.5164554119110107, -1.162684679031372, -0.7482017874717712, -1.8313242197036743, -0.172135591506958, 0.2042343020439148, -3.0761756896972656, 3.050523519515991, 0.4829031229019165, -1.646754503250122]",0
"[0.16110190749168396, 0.4123710095882416, 1.808572769165039, -1.4186917543411255, 0.8825652599334717, -2.883344888687134, 3.1740150451660156, -1.8946824073791504, 2.01343035697937, -1.54766845703125, -0.7753109335899353, 0.7194671630859375, -2.421569347381592, -2.7824041843414307, 1.9803353548049927, -1.7719743251800537, -1.8104071617126465]","[-0.5099266767501831, -0.06029241532087326, -0.36057552695274353, -1.2139705419540405, 0.66082763671875, -0.568588376045227, 1.8834773302078247, -1.6531490087509155, -1.2362737655639648, 0.6950423717498779, -0.8175539374351501, 0.8673079013824463, 2.1230404376983643, -2.651740074157715, 2.577484369277954, -2.229231119155884, 0.3036244511604309]",1
"[0.16110190749168396, 0.4123710095882416, 1.808572769165039, -1.4186917543411255, 0.8825652599334717, -2.883344888687134, 3.1740150451660156, -1.8946824073791504, 2.01343035697937, -1.54766845703125, -0.7753109335899353, 0.7194671630859375, -2.421569347381592, -2.7824041843414307, 1.9803353548049927, -1.7719743251800537, -1.8104071617126465]","[-0.42224109172821045, -1.383415699005127, 1.5684962272644043, -1.210769772529602, 1.2320165634155273, -1.583458662033081, 1.7615405321121216, -2.183290481567383, -0.9022947549819946, -0.8476447463035583, -1.3648501634597778, 1.0214011669158936, 0.6585810780525208, -2.5088307857513428, 1.7954713106155396, -1.3751425743103027, -0.3602631092071533]",1
"[0.16110190749168396, 0.4123710095882416, 1.808572769165039, -1.4186917543411255, 0.8825652599334717, -2.883344888687134, 3.1740150451660156, -1.8946824073791504, 2.01343035697937, -1.54766845703125, -0.7753109335899353, 0.7194671630859375, -2.421569347381592, -2.7824041843414307, 1.9803353548049927, -1.7719743251800537, -1.8104071617126465]","[2.6085495948791504, 0.41816234588623047, 2.274317979812622, -1.909746766090393, 0.8858239054679871, -2.374788999557495, 1.7105315923690796, -3.3054518699645996, -2.1125354766845703, -1.4495391845703125, -2.140374183654785, -0.4788754880428314, 0.6045854091644287, -2.9591786861419678, 1.78531813621521, -1.0203838348388672, -1.7755458354949951]",1
"[0.16110190749168396, 0.4123710095882416, 1.808572769165039, -1.4186917543411255, 0.8825652599334717, -2.883344888687134, 3.1740150451660156, -1.8946824073791504, 2.01343035697937, -1.54766845703125, -0.7753109335899353, 0.7194671630859375, -2.421569347381592, -2.7824041843414307, 1.9803353548049927, -1.7719743251800537, -1.8104071617126465]","[0.6841392517089844, -0.25616198778152466, 0.901006281375885, -1.5579980611801147, 0.5789610743522644, -0.5155219435691833, 2.4506208896636963, -2.1805145740509033, -0.7273029088973999, -0.3230726718902588, -1.828070044517517, 1.1075499057769775, 1.045274019241333, -3.049873113632202, 2.5979115962982178, -2.0231924057006836, 1.3663876056671143]",1
"[0.16110190749168396, 0.4123710095882416, 1.808572769165039, -1.4186917543411255, 0.8825652599334717, -2.883344888687134, 3.1740150451660156, -1.8946824073791504, 2.01343035697937, -1.54766845703125, -0.7753109335899353, 0.7194671630859375, -2.421569347381592, -2.7824041843414307, 1.9803353548049927, -1.7719743251800537, -1.8104071617126465]","[-0.6560057997703552, -0.4994949996471405, 0.2760597765445709, 0.10103502869606018, 0.7205690741539001, -1.9756674766540527, 2.1400537490844727, -0.9336712956428528, -1.3240113258361816, 0.5061888694763184, -0.2630517780780792, 0.8376408219337463, -0.5633255243301392, -2.2879536151885986, 2.323723793029785, -2.494899034500122, -2.223745346069336]",1
"[0.16110190749168396, 0.4123710095882416, 1.808572769165039, -1.4186917543411255, 0.8825652599334717, -2.883344888687134, 3.1740150451660156, -1.8946824073791504, 2.01343035697937, -1.54766845703125, -0.7753109335899353, 0.7194671630859375, -2.421569347381592, -2.7824041843414307, 1.9803353548049927, -1.7719743251800537, -1.8104071617126465]","[-0.5472783446311951, -0.8068053126335144, 0.5283500552177429, 0.3279261887073517, 1.8783947229385376, -1.2156059741973877, 1.6169878244400024, -0.43573805689811707, -1.081748604774475, -1.239405632019043, -2.001958131790161, 0.1532011330127716, -1.3909635543823242, -2.013601779937744, 0.2819672226905823, -1.405611276626587, -1.9692230224609375]",0
"[0.16110190749168396, 0.4123710095882416, 1.808572769165039, -1.4186917543411255, 0.8825652599334717, -2.883344888687134, 3.1740150451660156, -1.8946824073791504, 2.01343035697937, -1.54766845703125, -0.7753109335899353, 0.7194671630859375, -2.421569347381592, -2.7824041843414307, 1.9803353548049927, -1.7719743251800537, -1.8104071617126465]","[-0.9937636852264404, 0.12407000362873077, 1.7137670516967773, 0.9675029516220093, 0.3208349943161011, -1.3434990644454956, 1.9553190469741821, -0.9958059191703796, -0.33611196279525757, 0.8047095537185669, -2.279479503631592, 0.6664344072341919, -1.7613229751586914, -2.2180709838867188, 2.294074535369873, -1.0953552722930908, -1.4240058660507202]",0
"[0.16110190749168396, 0.4123710095882416, 1.808572769165039, -1.4186917543411255, 0.8825652599334717, -2.883344888687134, 3.1740150451660156, -1.8946824073791504, 2.01343035697937, -1.54766845703125, -0.7753109335899353, 0.7194671630859375, -2.421569347381592, -2.7824041843414307, 1.9803353548049927, -1.7719743251800537, -1.8104071617126465]","[-2.6267175674438477, 0.41962194442749023, -0.768193781375885, 0.4514075219631195, 0.2889474034309387, -1.0850882530212402, 1.7187130451202393, 1.3751906156539917, -0.4318901598453522, -0.9230274558067322, -1.3793548345565796, -0.11351141333580017, -1.4531755447387695, -2.2253568172454834, 1.4986836910247803, -2.7824819087982178, -1.4454861879348755]",0
